36741,47315,40321,14356,16260,27603,13949,44274,37817,3090
21349,32619,41378,37099,35325,49034,29997,15636,11163,45391
42816,22537,4287,180,40313,45047,47681,32450,48158,19877
49746,11807,1333,19462,46183,34953,40010,41654,7831,22962
33200,19467,12213,21369,10853,44037,44229,800,33276,43717
45100,50665,22519,21844,22463,26038,47346,48484,30028,23665
11528,500,30734,9348,41400,16688,34797,7755,33904,41078
7675,11330,32356,31213,34918,38850,20934,10127,43589,33770
14306,43729,33032,6516,27694,35662,19851,2525,31954,31720
21372,2734,29581,26163,10678,42455,39844,26734,45690,40534
3927,44905,33706,31461,25293,44980,25533,7177,10664,31866
25676,40825,5610,1380,49673,28054,24958,8239,34605,19842
20496,24195,43571,38014,13192,31574,3584,2129,25095,3174
17203,36381,7596,2401,49395,37790,27812,4842,28404,5395
40468,41250,32445,23717,17480,25897,18405,10916,6503,25794
39740,21348,33277,38830,32139,21539,3396,11307,17417,46629
47335,35824,5554,2818,20586,17895,8729,18521,5225,21371
15052,25700,18992,5672,23429,16318,47985,23475,4074,43219
10424,27779,47431,12132,5300,39645,40734,15421,8661,25348
38109,14818,4341,24714,45761,39049,27141,27275,1131,40236
20640,35304,48853,40921,40325,255,39595,31893,4481,26459
49625,23760,4030,47840,422,24466,17328,48864,5838,32496
37775,1254,35435,11091,12798,24071,7132,6454,50123,11069
424,46654,50818,24209,13967,15047,23477,5004,367,35825
24563,11629,29304,20747,48827,8309,39514,4438,2683,6448
14897,21433,6948,48415,20659,21496,3066,97,4814,21311
28062,49892,46926,40642,13274,50108,27970,14029,16991,33415
2718,3696,4897,21171,1641,22187,26010,48293,18649,27060
42274,12287,6944,6455,46521,41846,36849,50661,15113,1360
3733,48215,37235,46732,23652,16964,37671,1349,21852,6321
852,13214,19824,49487,19968,14862,1183,49721,30862,32947
43507,17082,40212,26035,30422,29135,32622,10681,10676,25404
2331,11510,42765,44018,20175,41226,25143,40003,630,23399
26153,20581,22880,2190,40888,23681,44626,39805,38244,28849
13720,27405,13758,19247,32714,24999,5301,46673,49308,11503
3882,37311,43042,35975,8146,15384,8684,25569,33408,37141
50666,25163,29108,40760,3051,47024,3120,50235,38744,42470
35937,34188,6248,18462,7252,24203,6695,21141,10361,32923
20907,33240,21035,11128,31761,49063,1701,26426,11384,5141
265,38234,16252,3103,31539,26965,31084,16287,16959,18662
24043,41339,33186,11137,49866,34699,8882,45554,4804,36490
30317,33034,44635,44272,27180,39206,16951,21659,49664,33301
31995,46349,44884,32645,36965,22484,34503,20251,24142,40089
8434,8515,22548,22124,36113,40923,34117,20926,15253,900
26709,18474,28553,40595,3510,14421,1395,47122,1644,46831
29473,12903,18832,45952,16030,29538,16138,23430,29566,29745
43142,42232,39308,8278,31200,8195,6264,17076,48838,23915
41025,4962,36373,41093,28158,2208,49910,2634,11645,2568
44500,21754,17458,725,19678,37360,45248,37660,23116,34212
11441,5689,22860,28406,15647,19717,21461,18124,44600,28257
36712,34465,2596,50774,50793,24270,1109,4307,48009,45281
27440,17639,48828,48259,321,10775,49686,46399,11829,109
50141,42345,40403,3039,19355,10105,29915,45693,28205,29504
12892,13337,14528,5990,46750,46191,11405,50503,33433,5289
36522,5519,23932,33757,38396,41539,9751,32293,7262,25121
46997,43417,16078,7135,7649,22653,26391,42081,42733,44427
33535,22833,46540,8806,25556,4569,8645,26852,2003,39313
39575,23134,20355,39596,15175,40694,11132,22705,50536,16259
1761,5345,10730,35329,40527,47145,46986,2250,14193,39424
36578,7235,20601,46525,25783,4102,50814,15716,18213,43975
38380,10157,11276,22959,50116,41944,35168,9298,27055,21781
5470,12961,8712,27702,20817,22518,8687,47597,15082,12114
18003,42314,4027,455,23474,38217,41893,40879,30064,22430
37837,29684,41736,50568,19714,9854,1428,38810,16459,15411
44208,4485,5268,37151,3193,24528,7206,15142,27584,38448
33899,46610,9167,27931,28146,24143,14399,40437,36579,934
