11456,2538,1056,32102,1914,50766,50069,20531,14221,38834,19772,31098,38770,23997,38997
11456,2538,1352,33726,2831,50699,46681,18557,30715,19200,38771,31384,38838,38719,31318
12629,2238,3744,10242,1314,50627,50200,16509,31273,39042,25461,38837,24559,38725,18943
11750,2239,2843,26227,1912,50627,50203,16800,31103,39044,24605,38837,38446,19215,31585
9984,2538,759,12817,1611,50627,50200,19124,39587,19465,38838,31005,32763,38990,24656
11750,2538,1656,6950,1612,50767,50069,17693,39588,32487,25390,38838,25174,38455,18075
9984,2538,2843,10866,3130,50627,50199,19685,32486,39587,27663,24320,38838,38719,24093
9984,2538,1054,4852,1614,50550,50203,30818,18841,30729,39044,18934,38566,18309,38719
6130,2538,1651,31219,1328,1625,48279,25105,14221,38833,19498,38771,31099,38718,24585
9984,2538,1054,2457,1613,50550,49493,32762,39316,18840,18614,38838,27087,38448,24371
17865,2538,759,37289,1312,50766,48279,31273,18547,39315,31653,19176,38837,17782,38991
12629,2239,3441,2514,1914,50550,50203,32100,19981,38837,13929,38234,24897,24376,38731
11456,2538,1357,13995,1029,50767,50198,27939,19397,32496,39315,24894,38447,15972,39654
7320,2538,1358,31235,1614,50627,46681,32216,18820,13930,38769,18900,27362,38719,24371
17865,2538,2241,24131,1028,50550,50198,24606,19685,39052,31273,32765,39110,19500,38731
11456,2538,3143,35649,4289,50699,48279,18357,19397,33044,38781,24592,30440,38718,39654
11456,2538,3743,38929,128,50627,46681,18275,31274,32491,38770,19496,38725,39111,25457
9984,2538,1058,26226,4289,50627,50202,16216,18085,39042,33045,18585,38721,39655,31585
9984,2538,3444,80,1914,50766,50093,18533,39315,32774,30729,14221,24638,38719,17207
17865,2538,758,28501,1610,50699,50203,19489,39868,19688,32763,38838,38718,16262,26640
7320,2538,49225,8457,3130,2542,50080,17666,26240,39042,32767,38718,24897,18290,39382
7320,2238,452,32596,1328,3357,46422,31272,18842,32489,38781,19210,38839,38723,25176
11456,2239,4041,6651,1613,50627,50199,32766,24825,39597,19481,16510,39111,38446,24586
11456,2538,1657,11905,1611,50699,50203,16237,39314,27929,38566,19483,24584,32762,38446
159,2239,469,2815,1027,11751,50094,25671,18909,18555,38833,38768,30818,38719,31592
6428,2538,35663,3098,1609,1053,50203,31003,18841,38838,31385,18903,38779,38733,27696
9984,2538,4342,17376,4887,50550,50203,25179,31273,17784,39315,38834,24562,38724,30847
9984,2239,1054,4886,1613,50627,50198,15088,24822,38838,24894,38782,17784,38446,31586
12629,2238,759,32938,3431,50550,46681,18840,19201,33047,38771,31595,39925,26076,26306
9984,2538,3441,2799,1612,50627,50202,17664,24332,27369,38829,38771,18942,38718,30845
6130,49973,3143,3893,3131,2239,50629,39656,18326,17980,38780,33044,27662,38446,26358
25299,2239,3741,2735,1612,50627,50201,17686,39587,30995,24330,33045,38719,18655,31318
6428,2238,765,25337,4588,3732,49968,16800,17499,38718,25107,38837,25742,38769,18008
11456,2538,1058,27578,3132,50627,50070,17683,38551,19192,31274,38771,30818,24585,38726
15838,2538,1653,7154,1613,50699,50202,30995,19688,19193,39042,32772,24299,38722,24376
11456,2538,1356,12455,1610,50627,50203,25120,30816,38771,19192,38566,38446,17659,24092
9984,2538,1351,3034,1610,50766,48066,18376,19397,32764,27663,39044,19172,39110,38719
7320,2239,197,24897,1028,23889,46681,13985,18552,31285,38838,38780,32486,39004,24376
9984,2538,1057,33422,1913,50627,50199,25121,32494,39052,17089,24653,38719,18579,32707
6428,2538,1057,34795,3130,10242,50088,31272,18841,32762,38771,19470,38838,38723,24379
12629,2538,2558,35070,3430,50627,48066,24334,18840,39316,17786,30730,38838,31661,38719
7320,2538,453,14537,4289,50629,25016,18841,38837,31279,38779,25174,32485,38732,24094
7320,2238,4041,18860,1029,50627,46676,32766,23396,39315,31563,25179,24376,39111,17176
159,2239,2788,29024,3431,5833,50094,30821,19685,38834,18911,38719,38509,24586,31304
11750,2538,3141,11113,1610,50550,50071,23976,38840,18869,38781,19205,32119,31379,15637
11456,2538,1357,15929,1314,50699,48279,39943,18292,31273,39315,30539,24272,19500,38724
9984,2238,1656,11687,2213,50699,46681,19973,25743,31274,38823,24379,38771,18293,38726
159,2239,4640,5667,1312,717,46161,30994,17218,32766,17089,38781,18598,24843,38723
9984,2538,3143,26201,1912,50699,50199,44706,17690,20072,37743,27663,38718,30820,36853
159,2538,23889,747,4887,10567,46161,24273,18612,32767,38781,16507,32677,39382,22954
6428,2538,1956,19440,1328,50553,46681,26235,32762,17376,39043,19200,38566,38718,26072
11456,2538,3744,14284,4289,50550,46422,19700,31006,32767,38780,24325,38731,39382,22384
6726,2538,29823,1322,1914,1056,50203,18244,39587,24896,31273,38837,38726,15683,32762
11456,2538,1351,20527,1914,50627,50201,24324,30995,24654,38770,19713,38561,38721,31927
11456,2538,1956,6059,1915,50699,46681,19708,27636,32766,39042,24616,38173,19513,39111
25299,2238,1054,37310,1029,50550,48484,31273,19784,18823,39042,30816,38833,18297,38724
24733,2538,1056,11903,3132,50768,50203,14582,30819,19686,38771,27663,38822,24378,38718
7320,2538,1357,33166,1609,50767,50069,31273,19973,31096,38824,19161,38772,18365,38724
7320,2538,1956,32337,4289,50699,49223,19132,31272,38837,25177,39052,31661,17787,38723
11456,2538,761,27281,1912,50627,50198,19440,39587,30816,25106,38838,17787,38719,16508
