12068,28836,37630,18369,41082,42580,39329,40377,46042,16407,21652,15475,49366,43855,43812,36611,3501,146,17932,14443,3760,29010,15607,13066,9539,34818,14167,13065,17782,42921
9698,43473,20598,40909,46544,1,16470,7526,2700,23781,39437,20206,9922,24271,37064,1961,18406,9215,17021,43505,37233,32718,41270,50601,32921,34974,5903,28651,17247,49648
39091,39052,36312,442,3529,44902,7852,18381,404,27254,33346,19355,30249,35817,19950,19307,50324,42989,19992,16734,10107,42859,10992,1780,37737,610,17459,48984,5850,34324
20567,15949,35289,25669,10661,16944,4488,21364,30496,34035,12177,24337,11697,9286,5989,22961,50511,37095,10253,32480,42335,5735,17540,5832,10718,18084,18803,870,43520,5669
39845,38153,36724,41646,32589,45352,47957,35348,42616,2572,1546,25233,31354,28770,5459,3990,27572,31066,30674,46560,9760,49491,7917,32278,41915,11909,20590,22238,16142,50776
1207,6076,42153,24097,36283,33184,26887,45786,40269,29220,22893,20085,35879,34632,3310,756,38315,28369,36041,6274,26587,41343,35381,6139,29094,469,50474,32982,25196,28735
38212,50816,43023,14368,42078,8801,48290,838,6123,24774,13867,43411,1818,22001,7711,41437,1875,13407,9495,47457,32044,25864,12393,40466,23476,38875,10337,5412,46477,28848
30270,7476,6395,23141,2681,34322,26261,1032,46904,29752,4527,993,46858,3540,9901,41367,44809,47206,22292,19334,46623,37186,19102,46558,16752,26439,36933,46300,14686,43588
20265,1155,47753,18094,12116,15909,14334,44829,35610,2704,14373,39660,15389,48169,14027,20850,28356,43756,19105,25839,42505,15142,488,3291,48083,41385,48903,27614,536,50322
26202,41634,50425,24664,20224,28034,21590,43918,22819,9876,24233,677,48942,290,14633,37956,48823,39667,9427,27923,2846,26039,40065,46363,584,26684,2243,33792,40463,31310
22148,7496,6888,14881,49164,19730,40083,18814,4984,43254,4181,33669,14091,7333,3601,124,41369,34978,15969,28976,4124,25137,25904,37945,832,37937,2886,37073,20403,42065
11442,11269,30507,4295,21158,38030,7962,3330,12497,45169,37492,16273,14301,7206,34064,22367,23637,8843,10409,42182,17706,20063,38401,22394,38071,30814,42414,3600,27349,11814
28334,8820,31365,37515,28520,17573,6959,5359,43580,42095,6158,21049,24001,34855,43341,44771,26739,14147,49612,10094,1095,32569,25120,16297,23906,28710,42335,42910,37302,21658
34325,29468,17709,49036,30591,24576,17984,32855,29170,1716,13968,655,16548,25000,41115,35769,1045,30177,47806,14975,49521,26317,38490,6774,28705,6894,13342,11447,20052,19671
15409,48216,1687,19376,15459,31274,36290,48280,48077,13790,4068,20880,11059,18467,9624,37435,42265,2741,970,16451,43428,8911,396,30493,38583,18915,24706,31441,45499,23829
44711,23689,21339,19103,17458,38084,33205,30972,23850,19501,9253,35855,6667,2231,32428,38026,12582,29106,4012,30127,16067,24651,50807,31157,17277,1117,49410,18824,28963,29625
48127,4307,26492,12251,9421,16171,50072,45441,26205,11374,23430,28894,24729,21932,49432,4820,44175,17155,296,34542,28071,47773,31788,34181,49399,3232,21534,23633,46174,49239
27098,50703,47807,34187,37964,21295,13751,12069,48810,25205,6129,40253,36591,31164,47741,6348,49172,26298,12117,40963,41973,19787,48623,24993,24133,14984,5003,8981,17133,49994
44901,31753,49071,20047,29407,31392,22711,6529,31352,19978,30333,49760,17240,18386,22015,10785,30379,16801,202,4725,15685,8088,5923,48617,35262,4877,25697,8085,16869,12363
9255,91,21822,34174,40225,27108,50670,29896,29096,14761,8951,11730,37723,10861,19697,2478,32091,40199,16176,17478,4764,32252,43421,38721,44045,30947,42543,48246,37339,28683
21312,38062,3067,19801,12713,8416,8816,38462,35595,42376,23364,50544,42978,49645,3897,4660,33497,6919,26885,10817,14681,1405,5351,5210,18498,18070,24011,15122,12236,28492
1468,4308,27742,37441,46491,21331,3370,12673,50000,11324,46779,22605,39056,5802,35209,21048,33178,30664,49374,32397,25888,3696,19154,19160,10564,3733,36632,21764,17142,28076
49723,2655,43452,1815,26714,21284,13938,35427,32399,48978,43211,35346,8872,44652,40981,8932,4682,23255,43159,5677,19881,18399,26750,13737,30794,1721,4514,10033,13975,1511
8903,30640,32494,16860,45598,18298,36838,5219,37759,38963,48515,8383,42505,22245,26817,36541,16569,2398,9854,1614,47719,45540,11933,3843,13758,394,7770,26614,46996,50476
2642,30043,32196,44818,46800,44323,25756,10966,30484,23011,45505,9970,11382,19748,6499,1018,34775,3518,34785,41224,45586,38921,19128,25184,16408,18780,20009,27140,20779,12120
13518,30794,41914,8280,16217,18627,14957,33322,25291,3155,27966,14923,974,1938,10414,20270,48853,36045,24945,29630,33383,34878,4433,1117,40357,17023,39450,19591,11102,7572
25078,7530,35935,33356,17318,46103,47959,15,46929,42772,39879,5087,29320,5324,6911,19007,27090,3737,34854,24418,9718,49495,21951,29669,50794,9199,8576,11761,3634,41010
26446,3901,21883,5695,12985,14735,26271,46626,20888,47769,39251,40985,44596,19447,3566,34942,2275,7557,8165,23829,46988,33099,39878,39993,34652,392,2222,7864,20589,12302
26108,10510,49559,23414,31163,16097,30076,3847,8270,7117,14123,48439,28062,7536,46906,37898,42678,8755,1057,43909,31856,26953,35504,1073,2156,23815,16457,18044,6121,4497
40084,10503,16738,43102,50229,39399,49568,16462,1906,4122,3032,5581,18938,538,12105,48861,28388,20543,24072,5110,9430,46209,47496,42087,47933,4051,670,9836,15143,17067
33520,27579,39331,28139,14491,8605,7703,20969,20501,24754,30603,42557,23141,36318,26780,14304,27140,7971,33996,23644,2434,39554,20351,33336,31276,33252,1735,3773,16214,41462
29880,1101,18499,42423,18320,30598,9424,20428,30550,48322,49312,25486,47364,45734,35937,18817,18200,40582,24978,6833,36168,45285,25710,4391,27110,16897,26548,22111,15838,12464
44831,16560,26245,20401,48260,50137,31155,1223,13500,39227,28717,37122,38054,13567,33291,32647,31098,34959,45975,23366,23238,11810,7443,1497,8270,31646,16914,9850,41708,157
27744,19337,44977,30534,37294,14487,8193,43207,4810,9278,50278,42700,12655,2866,1628,10191,8142,11269,6003,42875,28902,27717,42224,12912,25150,40688,24725,46454,12253,21443
4207,34729,24414,40919,44225,48635,37455,13330,6845,35130,9687,30285,21791,36720,14091,40946,8235,19413,3989,49315,34093,37980,42805,4686,8822,44316,30433,40602,4063,35412
8476,20532,9288,16283,28547,5918,12109,42318,45771,22978,36629,21333,38926,44532,7115,18187,120,25880,2126,5066,38328,28964,43702,2443,28395,13633,49589,43078,49431,8707
25387,38197,45429,31303,47280,11336,34817,12206,28859,30931,23304,1043,7913,42959,10004,48071,29038,1243,4167,25079,26215,20681,35646,48745,50590,38522,40740,30770,14141,36414
5434,37485,44432,41638,12373,17715,47629,7459,18723,17147,23746,31562,18282,35960,47085,11215,21010,3839,47976,36167,35241,47373,7923,16343,41192,7996,3782,24715,29517,5693
27681,18419,12998,29694,886,40319,45431,13474,9018,12722,40769,49484,9105,14615,39377,29617,27045,34224,5512,46897,11660,46911,29229,43654,21320,38689,11242,22427,36567,15285
16312,14868,20100,10205,26175,10128,20936,14125,12179,9340,43088,20076,45299,31290,3028,37781,6990,24958,27592,39689,32012,17434,29683,563,4429,45966,45837,45216,37415,7696
21743,13672,34868,18229,30357,34809,29881,13165,14826,13786,27159,11743,43166,48815,43789,20940,20330,13513,2217,40429,35474,784,48590,50471,32912,15879,10655,26531,49322,24472
15902,23414,1100,8888,45853,39846,21627,49738,28986,17536,39412,39640,5931,14036,34846,19261,40154,7248,38936,1007,3870,48063,8812,27741,36550,39672,11247,8952,29467,19960
45761,3994,36515,41718,8053,31014,10639,22130,49338,9706,30349,48577,17837,29623,3451,16925,4834,2643,46910,42115,25751,20202,28212,30554,17155,38273,24373,31669,15092,26493
6422,43331,33996,21178,8386,42798,33965,13783,44544,12674,5613,39435,20419,32390,41609,12174,28978,35668,36627,29921,19091,28575,3118,32343,22365,8359,745,27998,20977,1483
41527,3191,48653,10581,123,5236,41241,29358,29764,11255,44480,9131,14769,46561,4802,31020,18400,2146,423,41709,3520,44169,21983,33597,3443,24754,32191,10671,15951,29599
5245,23168,20341,24495,4852,25072,42885,46816,27922,4262,41801,12786,3743,8317,38652,23447,6748,31913,21102,4593,23988,49273,20482,22603,22153,41504,38826,19886,46618,38412
8092,21267,40601,10791,42944,32945,19218,27108,15731,17261,45285,35175,44577,49324,43644,36529,43503,29200,12214,34375,26730,35768,3741,47682,48765,47459,49738,6067,44820,26027
38874,19199,17479,42387,28167,76,43641,23216,28999,24108,24984,13709,12687,45705,21885,44802,20374,19622,3786,6540,34584,2623,7054,32503,13201,50290,21349,8119,29214,7322
37557,12802,29417,29854,4972,18094,10633,46350,45821,49968,31928,22272,50739,18158,13626,36533,30534,40631,23959,25567,19732,20895,8314,49467,36527,2530,27381,19556,20780,40269
20580,8482,41549,46571,6697,40195,42330,26230,10643,30703,4595,39419,30780,4615,9492,18519,46503,12362,15599,22799,40365,5870,6543,41659,24269,47879,32645,10500,47184,18805
21118,20725,19668,50366,37578,3038,47206,38719,10388,31676,9568,1864,41957,47787,4510,44544,37856,26763,12579,7236,37561,16843,15758,19168,28969,47218,9776,5799,43298,13355
22479,42336,42656,37028,12794,20457,8589,37387,737,3439,3920,43108,39997,1212,36678,46604,705,17101,40612,46487,633,42695,20186,42492,45659,43660,6180,7185,40836,7875
39402,41941,2028,31006,47354,48790,4632,15840,26537,49140,7554,21466,17908,37059,31814,20757,41491,8616,13502,29403,30964,37214,21474,2403,12459,7901,14260,16427,18148,27986
31213,25586,31656,34043,20643,35805,1406,9257,32403,48143,20323,40177,49003,1807,9390,11308,32821,1580,2603,21150,32064,32062,38398,25137,39849,37572,8118,28486,7569,37613
