5325,45279,37992,7202,1428,6649,32874,10270,50820,22347,31813,10546,45860,16190,50265
35216,45127,4418,35890,30803,1208,28275,18059,24507,41019,37040,17432,38512,34625,24541
1325,35697,45183,27694,35069,10405,32995,48055,38182,42257,45596,49708,47147,24026,15060
16505,28021,47252,6320,20886,17405,23867,27973,11800,19782,35512,39560,9494,37591,24567
20857,47306,24680,18070,39912,42715,10323,31805,8257,20344,30143,12942,36648,33974,18133
48332,9574,18094,10699,44289,2043,33803,36372,30517,4572,49633,14477,1272,12267,8816
13509,33955,5551,44817,8820,10697,40231,4923,47765,12049,40258,14114,50728,4101,7142
50709,49596,7276,38927,20716,17412,7208,43196,18302,48506,35751,18764,44056,6299,22659
49293,2155,16887,10386,26200,6991,20218,27722,47974,22446,48355,50814,21597,48808,9372
35210,12133,20549,5245,37784,46970,49046,44151,4618,29295,3371,7088,21905,46867,2117
23079,8443,3140,7858,18629,50443,3164,43598,11325,18087,34188,8777,13189,22380,39208
23122,6554,18709,24304,11854,543,49880,17073,23989,43330,17242,15793,35448,38684,37181
5783,45316,15662,13460,17664,7355,11338,31463,28787,1653,47592,37238,12603,39039,36507
36649,33111,50863,40800,14277,13008,31739,21025,36117,16343,43545,40365,37902,20630,4411
8501,32467,3714,27867,16661,584,13279,9059,8964,43837,20944,26397,21622,31688,8477
41644,9859,46675,49120,16629,49087,41933,43615,28523,24717,36277,34980,9282,19117,29497
41257,7754,11148,8880,28178,33539,14654,5240,29704,31332,23773,42039,24850,2237,48239
39331,45678,5958,24484,9679,9150,12919,11419,28131,31287,20495,29140,4561,29731,27172
2374,32604,30697,19300,3950,21790,46195,41023,46756,14811,14640,1327,12255,45341,25129
13986,339,22864,45772,17334,13916,7,30660,30185,14521,33929,5434,13996,44380,4648
23259,40403,49210,36874,27313,21825,28470,41075,228,23568,16474,17041,7537,19548,25468
25642,47785,46281,12495,50190,33340,12981,6801,20228,35763,26129,45999,6744,40209,12295
15770,48402,10997,46424,13384,32703,33576,35954,8106,40973,15590,43433,1693,38672,21139
25648,24497,13223,20643,1463,25739,14064,22363,47721,43760,10767,12474,28836,12225,35522
46863,17475,16861,48086,19570,38952,28827,32009,19361,8342,22839,31407,32298,48219,11576
20201,33246,50335,33554,14291,16323,5573,16759,37551,42515,332,20629,425,24447,24161
22190,40135,49376,31723,49601,5782,24418,842,38179,9225,5265,25113,3937,39846,13430
3719,17890,16405,4878,27080,26670,46816,758,19527,37626,38372,26161,44045,15295,30114
44332,18806,11133,39955,30224,5523,341,32271,9787,9108,33156,44463,16557,36042,22956
1023,41927,21425,15896,30804,43359,2625,50711,48985,10613,15258,29755,35545,23175,6166
2501,44730,16097,40712,14529,30685,5415,37106,5432,34847,47113,20241,38038,6029,49332
8201,12390,33786,21955,47751,32186,16006,6310,27485,48376,37594,13798,32911,46599,2033
18592,10630,47870,3204,42765,32869,5730,48129,34462,36221,5208,45433,50806,41951,33902
18438,30636,39633,23185,47336,26362,48587,30207,13352,42908,39842,12912,35381,2204,42436
1919,39167,7800,43784,42916,43676,48581,6225,33465,20019,9162,15877,41116,173,20057
37516,22299,34631,47370,31749,46207,25612,22872,33783,10070,8131,7511,44769,20806,3240
6810,32196,28557,42931,11635,24281,16800,40155,47347,6124,21917,29279,44878,28134,6125
17844,20181,17553,44174,23247,16340,9624,43867,10492,38819,24731,45796,19714,49283,3234
35891,12991,26138,16781,49325,10461,33641,16222,46780,35423,21762,19014,27282,38404,35902
27008,42039,34793,6656,4390,10740,30351,10315,30675,19773,42727,31273,46947,20429,47516
42192,7450,46382,14952,10283,1347,4286,9844,7951,31133,30050,20284,7870,42130,39855
23673,2217,1609,34952,49225,30777,50624,45615,8831,26932,45461,31741,23390,10829,26788
42704,33364,17809,33919,49551,48668,40457,32786,4222,44418,32205,6921,32544,5867,20659
3467,11596,26584,2159,12015,43666,8810,16489,8246,1705,36529,34678,19353,39778,23757
18517,5270,669,49723,45923,26160,17837,20041,39831,19934,43559,42595,43655,19204,45550
34312,25127,24748,30621,514,918,17,48218,11852,35114,48169,4265,30151,7822,34247
771,2458,40035,45111,15647,31706,46961,33873,34537,44425,11237,44567,31056,46620,4548
27865,43831,15265,16618,28840,48181,30814,9212,29448,4727,2397,9851,9471,91,174
44154,58,38344,33684,41519,28222,6076,7666,10932,46631,5739,6555,17780,6583,50478
6093,11853,4570,46273,16323,17942,252,6707,9670,13129,17054,9619,18472,45013,45463
50408,46840,6797,16580,42218,34405,19088,43421,18954,1060,30916,2747,34429,48353,5914
28013,31655,49536,17687,43658,8320,43989,23163,46096,6694,5468,40693,8124,29103,34912
48731,42882,1922,26409,19348,15818,23893,17726,40555,39446,8413,26978,32131,39870,17420
19549,2976,937,1926,27430,4407,18920,22681,39786,32661,39767,46741,21563,34710,12626
28780,17243,14203,41662,49558,15110,10987,3230,29535,34056,45221,44858,26919,27823,1593
49641,690,37766,5948,3004,31995,42901,31612,24742,31521,14279,32507,48093,39055,13844
38069,42226,1026,34649,40174,24809,29783,6629,2937,4840,38170,26462,44474,17944,13836
15236,28261,4725,10926,37403,38904,43645,11634,7307,41635,6160,6290,32683,41704,2881
26324,23258,11329,30352,18358,1410,32725,14995,18850,13826,23123,32162,46409,35611,10328
21429,37543,32564,34273,41942,931,9070,31444,13649,27150,40412,40989,24403,480,18453
20745,39468,13970,19422,28614,31918,14339,36671,12022,30869,25467,25020,41557,27670,23471
41245,43715,25306,40923,12286,47646,12017,32360,19869,25699,27413,34755,6996,40740,43306
