26595,48825,39479,40235,9162,42782,13508,8523,40,42448
24367,49448,349,13696,47360,29290,22813,48248,22965,492
45743,4209,10112,29262,5155,47591,18250,36024,39345,7224
39134,10929,39612,939,42337,25980,5966,16634,24940,15357
21249,9752,46086,5323,20180,44460,36505,18745,23670,14552
16036,7281,32287,12197,2856,44,22176,43339,15820,8127
22478,1738,7724,41426,28552,12321,13077,7924,30920,3110
12439,39262,43600,38504,50169,30001,13493,8816,10001,33914
41083,36332,27625,4978,42423,26430,29748,35947,6684,13021
47743,32385,1555,42808,43612,13947,28258,17626,25299,33194
42661,42486,20250,50785,8109,1379,9218,19998,35623,44294
17146,20824,44986,11294,9881,8495,18376,36712,1946,13069
41835,8117,25423,46403,30835,43165,13582,8448,978,13983
11948,29750,39403,43606,12779,48008,1847,13728,1197,32657
48754,23198,25325,36489,3086,29110,31777,31000,6742,16994
32970,29864,46512,1148,24644,27579,9086,23211,5007,40076
24488,17188,50721,22877,11627,5545,6516,20034,31901,37711
13048,12484,43336,21274,19759,18932,15655,41980,48599,7894
18596,35893,43748,28847,45928,11014,38374,30211,4028,43929
44333,33885,29399,3297,12494,13426,38664,44120,22704,7232
24981,30387,36399,48031,228,23680,41432,28797,25795,34092
7559,42425,38159,23372,11650,24773,15897,37503,7358,23828
28042,46127,6350,10441,35754,48425,2308,50111,40818,5568
46258,46614,35738,45304,45309,27762,20551,4796,17276,50751
15019,15653,816,4745,25632,6332,46679,23128,218,45737
25228,4891,10073,34903,27292,16448,40474,43340,31555,30861
26098,30200,35124,17680,44023,39420,25655,21878,18578,38266
26147,5104,11153,8966,5190,47029,11164,407,10133,11734
29690,31706,18412,25130,3352,32189,42588,44919,6077,35588
6656,4761,35291,16426,16390,49718,38452,1550,44037,33162
33506,23749,39344,1209,20925,10714,20444,30169,20854,5041
42871,25115,40062,40809,49174,30440,7823,18807,35486,8183
20750,4579,23653,18970,23178,47555,14501,11284,26400,13104
10123,43065,50108,15309,37896,7376,32440,5323,40710,39365
7006,37134,39780,15365,38644,13392,47112,44457,47435,28625
2693,8553,18945,18924,45997,26655,10600,23494,49166,27470
8213,26864,2029,1956,9303,47488,34787,27626,6068,22913
32514,44495,17953,48395,48371,14179,43805,17439,16180,27048
48351,34646,22434,12479,4165,3521,16722,2892,47915,50597
43514,6188,47803,24903,7029,46488,42843,137,8464,49671
2011,6765,47077,29012,21862,37291,35893,5004,2629,40909
33464,19051,25528,32149,10992,8419,20567,16176,8890,28237
44140,8945,890,39307,22659,42847,35223,28712,16092,48145
40727,17129,7521,26351,27831,7314,11628,9233,22884,34639
50775,25660,24528,3133,48565,17645,38889,18518,34623,35461
15726,13326,8403,1331,1445,32340,11565,15336,48655,49745
28463,43168,12715,10134,45209,35233,29007,47055,27359,21723
29261,16299,41780,15084,35842,11103,42785,972,27386,566
20818,31267,10021,14875,31103,3539,17885,4006,22280,41847
38926,25619,27907,27017,8,23072,14710,32787,13935,18298
49045,37946,6274,16245,48754,10390,17416,37265,11931,31264
45064,10144,9032,1021,27252,47654,39007,14254,2549,43176
8751,10576,50675,16411,35151,13344,48910,32737,6927,19385
47938,18834,15723,12033,27517,1413,47251,27011,19066,10889
45245,20400,42604,22464,19036,3238,39876,8335,12010,45001
14881,31484,9327,43875,4775,9911,25668,2395,39447,33244
1518,7043,33709,39004,45868,40704,7295,29783,18366,6130
39164,4810,9391,43390,35751,38706,30810,31823,20225,19408
39319,21250,28288,21058,7734,37466,49840,26418,4355,15733
41581,21673,45303,43613,41554,38571,42706,44302,22381,29898
23375,26566,36591,26479,11425,27146,39684,21829,1430,31375
29687,32026,6472,49681,1378,6598,32479,10068,35235,49622
26683,13465,33388,36398,24967,42207,37383,25814,6455,46551
7029,80,44941,39691,23061,50006,42081,43413,38265,41336
23052,1847,32233,13906,16261,32059,12313,43724,32846,28791
13280,39826,15961,41344,14590,11848,28521,46363,41989,21764
2361,8971,11309,7600,24615,49342,26938,19309,14753,27745
25162,17055,17378,10264,26692,30497,34287,15249,28514,27140
46429,26581,1980,30653,167,48167,788,7362,11646,40512
22382,47942,44430,24581,49781,24778,12864,27353,40250,45873
14874,45765,32507,26582,9609,37347,12787,23165,11079,5181
6041,8529,49509,33551,30174,9414,27222,5497,48305,42748
9656,16845,13240,13100,33042,7529,29509,42118,20729,39972
908,11103,31721,3894,33902,850,48574,33413,21415,33612
27398,2722,46045,6632,4056,6601,34149,26927,2789,47115
44943,12292,23659,44752,40961,18819,47975,8217,19273,33885
50213,8457,37275,42756,23265,49954,33644,44631,24505,17878
