8.508796812879999634e+05;5.387996071537000127e+06
8.500755146210000385e+05;5.387553528184999712e+06
8.500353062879999634e+05;5.387432834542999975e+06
8.516235354539999971e+05;5.387292025294000283e+06
8.518145250379999634e+05;5.387533412577999756e+06
8.505881708710000385e+05;5.386537690034000203e+06
8.507691083710000385e+05;5.386849481941999868e+06
8.512013479539999971e+05;5.387060695814999752e+06
8.514425979539999971e+05;5.387825088878000155e+06
8.510003062879999634e+05;5.386879655352000147e+06
8.514325458710000385e+05;5.387181389456000179e+06
8.506283792039999971e+05;5.387895493502999656e+06
8.514224937879999634e+05;5.387463007953000255e+06
8.513018687879999634e+05;5.387895493502999656e+06
8.505077542039999971e+05;5.386859539745000191e+06
8.513722333710000385e+05;5.387110984831999987e+06
8.503569729539999971e+05;5.387754684253999963e+06
8.511008271210000385e+05;5.386889713155999780e+06
8.506585354539999971e+05;5.386909828762999736e+06
