8.492813761080000550e+05;5.384833952267999761e+06
8.485548896210000385e+05;5.384763259197999723e+06
8.492107454770000186e+05;5.385015734446000308e+06
8.491602950260000071e+05;5.385136922565000132e+06
8.494730878190000076e+05;5.384581477020000108e+06
8.493318265579999425e+05;5.384339100782000460e+06
8.494327274589999579e+05;5.384429991871000268e+06
8.493620968280000379e+05;5.384864249296999536e+06
8.488878625939999474e+05;5.384793556227999739e+06
8.489181328640000429e+05;5.384399694841999561e+06
8.494529076389999827e+05;5.384530981970000081e+06
8.492611959270000225e+05;5.384934942366999574e+06
8.493217364679999882e+05;5.384985437416000292e+06
8.489080427739999723e+05;5.384712764148999937e+06
8.493822770079999464e+05;5.384480486921000294e+06
8.493923670990000246e+05;5.384621873060000129e+06
8.487970517830000026e+05;5.384520882961000316e+06
8.488071418729999568e+05;5.384783457217999734e+06
8.494428175490000285e+05;5.384844051277000457e+06
