8.528710083429999650e+05;5.384909761521999724e+06
8.529312823149999604e+05;5.386427465603999794e+06
8.533130174750000006e+05;5.385733945194999687e+06
8.529011453289999627e+05;5.384970067644000053e+06
8.515851635940000415e+05;5.385432414583000354e+06
8.522883599410000024e+05;5.384497669684999622e+06
8.527605060590000357e+05;5.384879608461000025e+06
8.526600494379999582e+05;5.386045526828000322e+06
8.532226065159999998e+05;5.385965118665000424e+06
8.532426978400000371e+05;5.385241445194999687e+06
8.523888165619999636e+05;5.384919812541999854e+06
8.519668987529999577e+05;5.384889659481000155e+06
8.532828804890000029e+05;5.385874659481000155e+06
8.522079946439999621e+05;5.385894761521999724e+06
8.520874466989999637e+05;5.384879608461000025e+06
8.531522868810000364e+05;5.385161037031999789e+06
8.520573097119999584e+05;5.385794251318000257e+06
8.532828804890000029e+05;5.385593230910000391e+06
8.530719215850000037e+05;5.385080628868999891e+06
