8.511413302990000229e+05;5.383668571046000347e+06
8.506095336889999453e+05;5.386277414583000354e+06
8.492950930109999608e+05;5.385324183291000314e+06
8.519239743670000462e+05;5.384250543835000135e+06
8.514423472479999764e+05;5.384190339753000066e+06
8.505292625019999687e+05;5.383738809140999801e+06
8.507901438580000540e+05;5.384120101657999679e+06
8.515527201300000306e+05;5.385113469004999846e+06
8.516028896210000385e+05;5.384932856759999879e+06
8.505794319939999841e+05;5.384110067644000053e+06
8.498569913159999996e+05;5.384601734311000444e+06
8.503586862309999997e+05;5.384932856759999879e+06
8.511613980959999608e+05;5.384120101657999679e+06
8.501178726719999686e+05;5.384380986011999659e+06
8.510710930109999608e+05;5.385715509820999578e+06
8.499171947060000384e+05;5.385715509820999578e+06
8.515727879259999609e+05;5.384260577848000452e+06
8.514222794520000461e+05;5.385314149276999757e+06
8.509105506380000152e+05;5.384972992813999765e+06
