8.494370001740000444e+05;5.389024183291000314e+06
8.498892614799999865e+05;5.389667105665000156e+06
8.498691609780000290e+05;5.389707288313000463e+06
8.496983067060000030e+05;5.387728292879999615e+06
8.510048393699999433e+05;5.388491763198999688e+06
8.494571006760000018e+05;5.388140165025999770e+06
8.505123770579999546e+05;5.388180347674000077e+06
8.495475529379999498e+05;5.388079891053000465e+06
8.494269499229999492e+05;5.388531945848000236e+06
8.504621258020000532e+05;5.388049754067000002e+06
8.495676534400000237e+05;5.389265279180999845e+06
8.503515730380000314e+05;5.389104548586999997e+06
8.505927790680000326e+05;5.388642448130999692e+06
8.504822263040000107e+05;5.388331032606000081e+06
8.498289599729999900e+05;5.389245187857000157e+06
8.496279549480000278e+05;5.388009571418000385e+06
8.502812212790000485e+05;5.388019617080999538e+06
8.495978041939999675e+05;5.388963909318000078e+06
8.494168996709999628e+05;5.388913681007999927e+06
