8.515889550420000451e+05;5.386392301570000127e+06
8.507651232659999514e+05;5.386331978989999741e+06
8.515186279390000273e+05;5.385567892967999913e+06
8.518401232659999514e+05;5.386040419850000180e+06
8.528447961630000500e+05;5.386613484365999699e+06
8.520008709289999679e+05;5.387317247806999832e+06
8.519807774719999870e+05;5.385949935979000293e+06
8.524328802750000032e+05;5.386291763935999945e+06
8.518401232659999514e+05;5.386140957484000362e+06
8.511669924249999458e+05;5.386734129526999779e+06
8.518099830790000269e+05;5.386985473612999544e+06
8.523223662570000160e+05;5.386985473612999544e+06
8.521415251350000035e+05;5.386120849957000464e+06
8.511669924249999458e+05;5.385869505870999768e+06
8.524328802750000032e+05;5.386985473612999544e+06
8.511468989669999573e+05;5.386362140279999934e+06
8.519606840139999986e+05;5.386181172538000159e+06
8.522721326119999867e+05;5.386120849957000464e+06
8.515186279390000273e+05;5.386231441355000250e+06
