16153,15418,21978,15551,40333,44973,30116,38481,40341,12400
15514,7670,20668,20321,27587,36617,22431,44621,7431,31860
37863,6662,19611,36544,34022,21944,19117,26032,19787,9059
24372,21117,4703,28130,38723,16076,31574,6285,21556,46219
22392,45128,25225,28625,42266,12381,42105,779,1191,19529
41376,48450,27315,10034,30161,27962,24759,19838,20589,40996
29914,6764,43921,16233,32175,20699,34286,43838,11536,31311
44934,9789,5416,3528,24417,49541,24067,12056,38833,21904
23374,22322,29362,42945,29754,50250,36481,152,8013,14817
12303,32522,18457,14390,27639,13906,22339,42670,47865,13570
34265,17630,27239,15841,3433,31869,30209,13589,19453,46871
43692,3927,48853,2814,24227,29686,38659,21930,41950,3672
3696,5522,48572,17494,17638,28222,50140,33122,32969,19084
4225,49882,10575,49613,22388,17502,26373,30601,4101,35354
7616,9658,37310,49503,43552,2002,10666,12545,35859,48096
38912,6531,50671,24351,27879,6370,16092,38213,40167,7030
45520,38157,11003,34688,28757,34455,40501,11705,25420,39189
15228,16462,3871,8279,45538,34183,41825,24770,13919,21050
8238,7815,8412,3,47524,21842,36363,24109,5971,22948
22524,16491,19521,47815,29495,20142,26123,26254,49794,36218
42424,19503,14956,44712,24470,24796,2804,44584,33496,30975
44888,28515,14053,14805,34940,43027,15370,23215,31312,31254
38875,19152,35163,11702,7058,29461,12974,5770,45351,439
6707,20639,36313,35582,16396,4402,18377,14351,44279,49814
25390,34716,2939,43761,6900,45531,47438,39546,18217,23250
18600,38920,11490,13690,6636,5036,36724,47687,37229,31779
43366,3310,9060,33019,45628,25882,18566,6880,9480,33471
25480,36901,49829,28705,36670,3399,25395,28018,4328,29552
27918,41852,37062,6634,38951,44843,34638,32965,3551,5330
12594,38455,3109,40157,1927,30970,11834,32689,24919,47649
35115,20818,11258,26482,34382,8273,48338,1412,32495,50514
32915,12791,10084,6263,651,13229,21217,32230,4955,3706
47870,8827,30365,45112,10503,4337,48290,7665,22703,35950
49130,15720,42773,30865,29630,35487,42990,15176,24811,16187
8866,21434,49772,34990,8584,11414,36195,6970,21033,33161
20238,22943,42082,36860,3256,9234,17804,24370,8570,15001
2632,212,7739,35956,48386,48565,7446,19124,666,12045
20039,27813,48232,7866,38910,38187,34225,24499,25593,47648
32387,14886,5160,11302,2217,36832,42179,17541,13128,10480
1087,10981,5948,44216,18692,14324,20466,48536,3514,48353
11209,12887,20585,31173,48424,22192,13574,6348,2274,35624
33065,1740,24337,48653,16322,39752,16330,45004,21339,4917
36783,31973,23363,28793,14578,6571,44417,17658,38544,25885
35902,48656,19336,26670,31456,47203,37352,9262,27342,31691
2908,14873,38092,39338,14101,13235,39102,4428,41098,18189
27282,44802,40429,28308,35706,21026,30319,26391,29229,3428
19955,18107,6460,48888,9627,49251,31030,27463,40003,24517
24852,22183,45074,11312,946,49374,49491,2821,49842,41704
16980,49275,46516,9834,41974,580,39157,49194,5615,6565
9930,17938,535,16348,21013,25436,11560,7246,18320,19393
42052,32218,21127,3499,45892,34325,22947,7969,35714,16831
50448,23417,30496,2984,29693,32300,14216,16692,43604,42812
48400,23107,28982,2908,49180,798,49831,48426,47196,21067
44262,39098,13497,865,8216,743,14315,13681,25032,17010
28685,20233,43690,49940,19335,13737,20150,7212,39889,48838
47361,7577,48370,48674,12256,23321,16858,4507,20757,3097
6148,24789,2355,50242,11638,49924,24131,49759,11970,18471
33641,33706,15068,23068,21988,24192,50422,28275,34097,39292
14630,15389,45995,38440,15387,30550,47287,32116,20914,27893
33640,6277,24725,49287,39698,15816,45872,18477,11911,40726
15796,4963,33865,38439,21355,36901,29938,25163,33136,40556
47123,26590,40321,34652,39024,6845,42456,29077,39742,22106
13006,44038,10895,5117,8106,49877,34657,34433,1010,31407
43155,8336,12315,2494,25215,32427,24955,45143,3317,16419
6992,27404,30617,6389,16378,31703,19618,23211,26544,13015
11211,14830,1147,33096,34199,13426,24436,47342,48372,410
23572,34619,31351,5516,43976,14761,9616,41941,43639,20900
9060,9960,20249,19847,6544,28677,39178,23693,44260,10657
36751,32035,47853,5656,32848,37110,31268,20714,47719,27695
49887,25943,39727,6989,26843,24167,3769,16439,6261,223
25964,41649,11370,44266,19766,18547,38013,37382,41686,34163
47357,39624,594,30041,32186,12324,33550,8983,9513,4249
25794,32919,42485,8981,39802,883,23296,36895,45325,21965
2264,39262,39073,12033,26920,28305,16012,43241,49799,32308
6953,15991,19544,11129,29093,46066,8253,14380,13552,27218
6723,14806,30627,31001,10973,39932,189,50545,31750,45530
2507,44094,43120,8824,43493,22152,40722,18597,29125,28351
13059,3605,46948,7134,28405,45457,25129,41123,45394,23990
24714,31935,18575,4447,32804,31222,40422,7875,28991,31379
2972,701,38270,33031,7209,18520,47406,50526,39377,12503
7396,20415,37228,19884,49472,47842,18851,14420,38244,35926
18340,38255,21532,40931,29939,43685,20040,12332,25078,21281
7108,42683,30399,5465,26287,26282,28396,18460,8064,49171
17661,6100,32633,10062,5591,23937,231,47772,48339,19674
34871,9395,11880,6945,20030,21749,18683,21935,40625,1323
42465,39077,7722,23095,578,12598,23310,24201,27557,32453
10745,5205,15686,14588,39973,28931,47092,20678,24833,8688
41085,47512,29078,646,29319,18169,15662,19749,11243,19908
11352,44352,19065,27236,33516,4912,1240,8859,13586,22114
21496,16779,49591,34602,36179,23133,28595,50615,578,49560
5553,16280,11208,42628,49526,29883,44601,50508,19632,26788
2627,19389,15421,24399,33080,5416,42820,8626,46683,47735
42502,29975,47415,20704,4402,21425,18416,36203,24825,41768
38307,14692,29574,15008,19737,46676,1704,26834,7555,4038
16441,45118,35844,16782,12478,31764,32508,31607,24379,16391
35165,48241,31629,20164,767,16626,519,34671,21756,3152
33414,40403,39116,46217,20477,19640,6669,37593,41951,9074
22137,38147,8771,48672,11949,39587,2877,11217,46226,23164
