90,4396175,201350,3676738,102784,4064043,847387,66801,3103371,8360
1884,4390608,58526,3672570,63827,4038937,229670,221672,3101702,53421
8198,41406,4390566,4015162,41936,3602195,67842,3357867,3092065,137661
4063194,4379160,4362569,23,37032,3712160,29574,3509840,3083706,69413
332,4395424,44264,3646201,203851,4070717,210949,3116124,114772,3363730
4070618,2372,4397236,4332490,44008,3686753,169631,2934802,148828,3384226
2992,4394686,359767,3678403,609892,3993098,11578,55571,3076851,3393816
2411,4407698,3477413,3185678,37266,4068348,398328,230846,3091049,3382883
26458,202149,4403866,3692199,184386,4066786,19355,3092650,3500598,19112
1941,261602,3918810,4398006,82019,3610186,39310,3146045,3376287,36291
1060952,4388834,3731039,52363,92369,4072829,3369090,289124,3079016,63065
1844,4398458,3676995,258378,51500,4087393,102826,494408,3066480,41055
4047011,27641,4385104,42184,42188,3687761,13525,782949,3396396,17587
2383,4376050,136047,3556649,35738,4073423,3088645,17758,3382172,423663
32,4393029,4175808,3679122,40723,4079571,80832,3107304,465879,28393
334108,4398618,3708,73543,3703263,4094590,31101,3386695,670476,42350
6387,4380615,3640724,185224,351626,4070211,11576,2741629,3394079,47311
348,4396298,3983632,3958700,58682,3706213,73706,52832,3011096,3390079
380,4403775,4072841,55179,72855,3659305,794357,145679,3325154,3159743
15915,4391616,3704071,105948,118575,4077861,7336,2801455,26827,3386018
31282,3658977,4397064,79415,484613,4077931,70284,3672413,460573,3245460
3000,3600274,62917,3650958,222106,4074286,3385628,50538,57210,3114008
2252851,3718906,4395052,9966,58155,4058342,18751,3136827,34730,483096
11317,45454,3689646,4383117,132813,4091317,17752,560663,3083893,3357370
183,4402898,3691235,117871,105293,4041427,3196521,446616,3384351,42599
356,4385975,3641027,98119,83923,4059548,266339,256429,3100543,3369198
559,4380783,131354,3694978,582356,4084643,39793,3392936,22102,55653
1611011,3684462,4371354,103010,79301,4045250,23691,3134877,20796,3373769
3717920,1478,4398890,4034402,77160,3908621,273615,216509,2373007,3401509
4076216,4403215,1075,200965,100497,3673908,16264,24974,3081040,3481529
4209,4400746,295798,3700963,34155,4077780,39557,214850,3137183,34590
820,4401498,4055487,245316,67556,3634928,104652,2844867,14879,3371871
7331,3669713,43686,4402663,66091,4046516,29923,28579,3106961,71492
14,183042,3611161,4397074,77861,4035123,510620,12842,3100928,3366547
4085849,7337,4400828,798576,40854,3670516,57140,3049650,3309477,26854
5709,88813,3590400,4379736,145739,4091415,9443,394293,3092371,3357379
350,3665596,4399039,377854,167426,4063906,44458,185578,3081179,2202314
1504,4387302,4080037,344099,196973,3661080,264063,81168,3110739,14923
58110,4370207,3999426,89267,96013,3604230,52054,3385518,3040059,227906
3695669,1062,4369322,4056403,34104,3870670,17464,2359151,491932,3385352
4069814,55234,4392527,1424,197205,3688161,239705,3146130,71631,3374563
562,4405485,4395715,42609,4077594,3691329,949958,3700641,3099324,90749
1910,4376546,4363615,3667423,45444,4066027,479139,135431,3393396,16226
126314,4389601,3707286,264641,61406,4047779,13802,3366137,3056667,16551
7287,4368269,164226,4078225,299031,3707618,95302,306304,3149879,3372024
72,4374888,4115875,4083985,46890,3715833,113662,848579,237513,2354997
772982,4378801,3669157,555,72325,4069702,15967,798841,9222,3438478
277885,3890838,168,3550560,48312,4080293,2870975,3309648,121559,39205
648364,3697084,24463,62363,81931,4025043,68264,3111357,76306,42862
4061491,121609,2963,4389607,39218,3686935,435821,15051,1259737,3377326
4064209,113706,4372127,2364,58055,3664785,52112,3104798,210927,2766575
4173,107157,4401001,3688391,172755,4014821,96387,1020234,49228,3379089
4182,4386172,130872,3660408,173894,4069616,47464,978990,14814,3241233
1091,3539425,113511,4377963,289473,4075656,65114,1421322,21920,3367191
337,78529,4406215,3720130,40744,4066670,16181,3101808,36350,3496869
7292,4091762,3133343,136513,56409,3767002,104501,21764,3078560,3369310
1160,4369100,4070521,2393047,58205,3563400,21611,1214285,247327,2362495
4239,4393525,199722,132427,4084164,3650383,3583903,4043406,20589,3220240
198,4373187,831683,49814,4077975,3670685,108659,3105587,391822,3413000
18622,4367214,4370519,48429,4060708,3659638,134312,2905206,3392078,268390
3568,262951,4390294,3678317,95839,4064446,683956,110874,3081735,21738
516567,4393088,3731636,2376,55226,4082276,849937,26836,136783,3389861
39458,4376473,4076404,4071979,44364,3677828,64068,436206,3107562,14143
