2538,8135,452,1028,50555,46928,31929,19399,18842,19446
2538,1045,11430,1027,39177,46683,14284,32486,19687,18553
2538,10810,197,1614,15548,46684,16930,19974,24260,24658
1024,3141,13513,733,2538,46161,13349,31560,18266,38283
25174,2538,2842,1027,4032,49833,19109,17999,18840,33044
2538,1342,30539,1328,50700,46932,19421,24371,19686,19192
2538,1056,6599,35069,3132,50097,20545,38829,18842,25108
2538,756,18839,1031,46928,50699,18584,14221,38838,19687
25955,11430,46682,1614,6131,2239,24237,31006,18841,17499
2538,1345,2227,1614,50550,46929,19694,25109,19486,25151
2239,24433,372,3430,2842,49968,20550,18259,39041,18599
15975,4340,12337,1031,2239,46161,19200,27917,38780,25180
2239,757,10826,1028,32312,46684,12444,18294,19399,38838
50628,1939,29832,3441,1027,46930,32774,14569,18553,19398
63,24457,4639,1028,2239,46161,19419,31097,31004,19398
2239,765,34246,1912,3678,46683,15346,14221,38838,19112
2239,3142,25743,4588,3430,46933,31001,24636,31373,24823
2239,3141,3360,1028,50554,49972,18912,19398,38838,18264
2538,1956,19883,1015,143,50097,19109,18266,31377,24540
2239,2229,2241,1913,2842,50195,13931,25492,24824,19204
15682,50628,759,1028,2238,46928,12808,18245,18266,38293
2538,173,13995,3431,50627,46683,17089,18553,19499,38838
6894,1065,50628,1027,2538,46683,13984,18598,18841,19686
2538,3443,7568,2214,50552,50190,25686,32767,19399,18841
2239,459,2821,1028,50553,46927,18821,38567,25107,18841
2538,18622,747,2832,50630,32305,18291,38840,17379,33050
2239,755,6117,1028,50629,50097,14786,32210,38838,19687
2538,3744,688,1613,50554,46929,14794,18842,38838,18822
2538,1351,2511,38631,1328,46683,14221,19397,19463,38838
2239,1357,38356,1014,2798,49390,21695,39315,18266,31374
2238,3115,3144,1027,32028,46683,31098,27928,24823,18554
2538,1356,13373,1028,50629,49390,18297,18841,31376,19973
46152,34294,1646,1029,1330,50628,14221,32773,18553,18825
2538,1351,34522,4289,5181,46684,31551,18555,19177,38560
2538,2842,3061,1027,34247,46683,19715,23414,31096,19397
2538,2257,4530,38083,1028,46933,15083,18263,38838,19685
2538,32028,2541,730,2834,46933,19477,24895,19399,31098
24132,50551,1045,1613,1939,46425,19755,19685,18555,38824
11140,7024,17876,733,2239,46424,15073,31280,18842,38551
2538,1357,3909,1014,50628,24449,39656,18266,18823,17732
2538,37278,3655,1013,1656,46932,18038,24825,18554,38838
2538,3743,27562,129,1024,50096,32386,18842,38566,19399
3954,1343,46425,3132,24172,2239,33045,25106,18553,15659
2239,2542,87,1311,50628,46928,13930,19686,31099,18040
2239,755,3360,1613,50553,46932,31098,18552,16250,38838
2239,1941,3433,1611,50554,50189,11986,18851,19683,38838
2538,3442,4556,50555,1028,50096,25121,19695,17496,38838
2538,1356,32040,1313,3424,49971,17379,30715,19987,32498
2538,119,34567,3132,767,46923,31273,20552,38284,18842
2538,174,11977,1314,50700,46931,31096,19110,18841,38838
1544,50554,3144,3430,2538,46927,13931,25107,24617,38836
