20025,758,50555,1314,2538,46929,24894,24551,38838,19398,18076,18264,27944,38771,30817,18285,38551,31284,18625,38801,18312,38173,36104,28210,22264
13334,1653,705,4588,50627,46681,18554,31836,14289,31657,19399,38779,24275,19784,27383,38838,24824,19749,38823,27929,24658,25178,17485,38718,35554
2538,468,6879,1029,47844,50629,19487,19688,18266,38838,23975,35001,25175,38769,24290,24274,18358,38451,18867,38823,27944,30449,22379,25202,38740
2538,19784,77,1028,12044,46161,17429,19686,31566,38838,32771,24824,18841,38769,27663,24560,38823,38719,19190,36100,17096,25742,31027,38802,25153
2538,760,6901,1028,50629,32305,22264,38838,18840,19400,30729,38823,19496,17701,38780,25108,31095,33070,24272,38718,18008,24898,36104,19193,27664
2538,163,50629,1027,11161,46929,39867,19398,24274,17988,38838,19706,24825,19207,32217,38823,30728,19458,36104,27663,17749,24893,38495,19230,24301
2538,1351,31489,1610,7865,46682,32497,18840,19398,38779,31007,18313,38838,24275,18005,24824,38718,25177,19499,38823,19771,27662,38801,35826,38736
2538,757,3432,1614,50554,39443,18557,15167,19398,38838,23688,38771,33044,24842,19153,27663,38823,24307,35274,30727,19172,17099,19788,38794,25186
2538,3743,22548,1029,50629,25015,14787,31663,18553,38838,19686,24272,38780,19200,25174,38823,18870,38446,27662,24374,30458,35552,25392,38801,34706
2239,1613,7837,3441,3132,46924,31273,19713,31021,19687,38837,19788,19484,38507,24259,35260,38718,16800,27662,38815,19173,33070,24274,28490,24290
31500,50097,2538,1030,1344,50631,38295,19440,19206,17976,19687,38802,31652,38824,25179,24274,24824,38771,18036,35552,16799,38718,27663,31563,17498
2239,3142,11951,1613,50628,25016,29872,38838,18842,19398,30817,18328,38770,24258,38823,24275,31009,18596,36104,19441,38446,27663,17498,38802,28209
2538,3143,17979,1328,50555,49839,13410,19685,31377,38838,24543,24584,19498,38771,27663,18328,36104,24274,19735,38718,25462,17386,27929,38822,18076
25016,50627,46838,1030,1003,2842,19478,24839,38838,18844,19687,18584,36101,30726,38772,27662,32490,16800,38822,19495,22638,24256,37989,22384,38720
2538,1943,3699,1913,50554,45630,18933,19686,18278,24378,18552,39043,24824,38293,27664,24291,31375,19770,38823,24274,38718,24897,35554,30450,18004
2538,468,32338,1014,24733,50768,18824,38294,18841,18630,32771,24543,38771,17991,38824,21694,27662,25179,38179,35279,24558,18310,38801,18076,31006
2538,1357,20556,1016,50627,50206,16637,17088,24272,24376,38838,25180,18844,38779,19493,24823,32487,38823,20015,18594,38453,36101,18900,27662,35455
2239,747,1327,1014,50551,46928,10807,19686,17978,38833,26800,24835,38769,31287,19447,36104,16800,30817,38546,27383,18043,38721,25460,19218,38800
2538,2542,77,1613,7320,49968,24320,30994,38769,19709,19399,38566,22267,30817,24275,38446,24378,25956,19202,38823,27663,31566,35825,18009,38797
2239,32584,20779,1344,1031,46425,25175,30994,19686,38838,19198,31099,18266,38779,25390,17786,18582,38721,24272,38823,20034,38801,27662,16799,36103
2538,1652,33195,1611,2519,50091,24822,18885,18266,38834,17089,20262,30818,38771,18333,36103,24560,24302,38719,27383,24894,38819,18581,38468,27648
2538,3141,4582,730,33139,46683,13639,17956,32762,18840,38838,30728,24824,38768,19193,24841,38823,19158,36099,38446,24894,17786,20838,38469,32500
2538,1626,460,1612,50554,46928,15682,18264,19686,23689,38838,18622,31010,38780,27382,24275,38823,25176,38174,31383,19157,36104,27929,38740,22669
13991,2542,2538,8401,1027,46162,19972,30819,18581,38718,18842,38838,16799,24259,31284,18333,38551,27650,18314,25176,38772,24274,35550,38194,17194
2239,24172,10470,2841,3431,46424,18842,24584,30817,19398,38838,23974,38781,19200,24895,30451,38823,27383,38173,24275,35829,18602,19725,38740,17198
6879,2538,2841,1328,46931,50555,32768,19110,18841,16216,38823,19207,31839,25745,24542,25125,38838,38770,17786,18882,38718,17705,35827,31021,35729
2538,461,2459,1028,50628,49225,24857,24895,19398,38838,18266,24258,20072,38823,31378,17709,38771,28500,35826,24274,18310,38801,38173,18327,17777
18843,50627,3743,3731,2538,24732,11036,38838,19686,24274,31657,38780,18898,16799,38823,24825,24902,36100,27383,30728,32793,38447,18867,19201,38802
2466,2239,175,1031,14093,46162,24839,19449,38784,18555,19399,30729,38838,25718,25107,38496,20043,31940,17783,38718,18906,35550,27662,24614,38736
2538,756,5964,1015,50628,46930,30818,19686,18844,23696,38838,24325,38779,19201,18006,31010,38723,34984,35825,17095,27929,27383,38822,18646,38468
2538,747,8162,1027,50699,46425,24610,19400,18841,38778,23689,31937,38838,27928,18335,38823,18647,18884,24275,38718,31284,36104,18291,24593,22667
2538,1059,17866,1027,2212,46684,19956,18842,31007,38566,19974,18888,31376,38770,24545,19203,38822,24561,18585,38718,27662,35826,25465,17097,38801
6728,2538,766,1027,3725,49838,13112,38293,17676,24260,17705,20260,38771,33043,27383,38823,19498,19424,38718,23997,25172,35554,17785,30730,18309
2239,459,12525,1014,50553,46684,19203,19686,18841,33047,24827,16547,38780,24606,38838,18599,24274,38718,16799,38823,27943,24920,36102,31289,19437
33693,2538,3744,1028,3999,46683,19687,18616,18841,38566,30728,32485,24260,38772,24892,34726,27663,19449,38720,38823,19754,24560,31025,18858,38803
2538,1356,21894,1027,1329,46682,32207,38769,24592,24826,19686,18555,18332,38838,31284,24842,38823,18290,35001,38718,27662,25460,20040,38512,17786
50550,1055,2538,1028,2835,50070,20023,19399,18553,38838,24585,17787,23975,38823,18598,24275,38780,18037,24901,36104,31927,36089,19788,38173,30729
2538,3441,13113,50554,1913,46933,17792,25457,19398,18842,38838,32766,19495,38771,27929,23974,24273,38447,19171,38823,17997,35550,27663,37922,17198
2239,3399,3441,1029,50629,23881,18245,38839,24258,18554,19497,35000,24562,17749,38509,31008,33324,38824,27662,18571,38718,38530,24610,18594,21120
5708,1029,2239,2788,1357,46425,19398,19501,31284,24824,24559,38566,18842,17209,17995,32763,38823,27663,38781,25466,38718,18905,35551,17730,35984
2239,172,36731,1314,50308,46930,14876,24544,19193,18552,38838,19975,17705,38779,31378,17089,24275,27383,34725,38823,18885,38718,24605,24300,18930
2239,11045,3443,1028,50555,46933,24868,19685,24834,18555,31097,38838,18327,19156,38781,16803,19498,38446,27662,18076,38278,24897,36104,31284,38195
2239,1058,27838,1028,3354,46682,24041,18841,38838,19686,26518,18036,38778,24271,32412,38004,27663,38718,17498,32209,18884,31006,19149,36104,38735
24277,50628,4340,1028,2538,46932,18287,18657,19686,18841,19198,38833,24260,38781,32764,24310,19461,38802,17095,27663,37910,24894,34725,31006,18642
2538,1053,5784,1613,50628,46933,18829,25175,24822,24558,38838,31008,18074,19995,38771,32773,27662,18332,38823,18884,38719,21981,24920,35829,18291
2538,13036,1052,1613,50700,25016,17995,18910,38830,18840,19399,38769,31377,25173,27663,36378,23977,30457,38814,19515,24561,38721,25434,35265,19738
2538,11429,1342,1314,32306,46929,16536,18840,19973,38292,19498,24542,31005,31934,18598,38771,24275,17092,35550,20311,38822,27663,38718,24290,17787
2238,751,19129,1031,1327,49968,31549,31382,19488,24259,20261,38837,18883,24275,27382,38224,24896,17383,38821,38446,34725,30449,37922,18867,31404
2538,3442,50469,3731,734,46683,19997,25175,19111,38838,24272,19786,24825,31096,38778,38823,18613,27383,17391,36101,38719,31008,24584,38801,18008
2538,1058,32877,1028,8459,46932,19172,31273,19399,38838,19130,18613,23974,32484,38772,24281,31021,38823,27930,19205,34449,38446,25435,27383,17776
2538,3142,13714,1313,50553,46683,16247,17787,19685,18842,38780,23404,24841,38566,31006,32490,19735,38718,18325,38823,24895,27662,17096,34725,38740
2538,1351,3725,1313,38903,46683,18552,20262,32772,38836,24843,23404,38780,17378,31006,25463,19718,36100,19500,38176,19458,38820,18003,27662,38468
6899,3131,46162,2787,9690,2538,24823,19736,19987,38566,24272,18247,32117,38823,19206,31098,38718,17690,38782,27648,34725,27383,24614,17198,21978
2538,1657,1899,1028,32596,46683,14221,19685,38838,19708,19210,24543,38781,27928,25176,27662,38823,18580,35829,24560,33045,38447,17498,30728,18901
20556,50628,3142,1028,2538,46683,19826,19715,23975,17090,31096,38838,18007,38769,18625,24635,38823,27663,27928,18357,24275,38801,25744,38719,36104
2538,13806,733,2241,6407,46161,32114,24260,18842,38838,33050,18333,19401,38779,18002,38823,24844,38801,27663,25142,38446,24894,36100,38194,18597
2239,1342,18154,1027,50628,50069,32393,19397,24920,38838,18844,24272,24653,38823,32773,38770,17460,18578,22552,25390,27663,36104,19206,33799,19465
2538,757,33048,3431,50699,46919,17786,18820,18840,38838,19783,38779,24543,24275,25463,21694,38815,19156,30728,35825,27662,38446,24299,18018,38796
2239,1643,18556,1913,50627,46929,12749,30715,19973,37469,25461,38779,18037,32771,24260,24584,38446,19218,38820,19450,24562,37921,17090,30741,33070
19427,2814,4041,1310,2538,46425,24892,19398,31286,25108,38564,32763,17748,27943,38779,19501,24272,18290,38821,18883,38447,17679,35004,31580,24301
2239,436,432,1343,23889,46162,15369,18841,24540,38769,31099,18076,38824,17380,27943,23997,20264,37747,38718,25201,19727,35537,19489,24604,38195
2538,1356,10071,1314,3424,50091,31549,19786,32768,24274,19398,19140,38838,38779,25109,18837,24610,38823,18616,38718,22266,33346,27383,18000,19170
3699,461,50628,1028,2239,46928,24043,18841,23981,38836,19973,18308,38782,17089,31653,38820,30450,24282,38178,19201,27382,36104,18866,34351,33070
2538,2841,10867,1611,50627,46682,18597,20267,18842,24542,31380,38838,17089,38769,25127,18038,38718,35825,17991,25177,30727,38823,18931,24006,38801
2538,1056,452,1312,11455,50768,39382,18840,24094,38801,19492,24272,19398,31097,38823,30742,38780,18612,18580,31006,36652,18307,24824,38718,24895
24413,1365,3142,1031,2538,49835,19204,24259,18840,38838,18583,19399,38781,23993,32763,38823,18899,32949,38718,27086,25176,36104,18076,38736,31296
15658,460,50553,1028,2239,46929,18007,19399,18552,18333,32774,38838,23975,30448,38780,24584,24275,38823,24892,27663,38174,17784,36102,26803,19501
2239,1055,3061,1311,50628,25016,39926,18554,22268,19460,38824,19398,25457,25108,37200,24275,19193,38779,31094,18292,30449,38800,38723,19513,27944
2238,1053,2735,1314,50627,46928,27369,14220,19397,38838,19136,19192,38769,24272,24895,24540,38823,20026,18310,35828,31011,32763,38446,33068,17968
2239,1046,3699,1328,50554,46928,15070,19973,31096,18842,38769,17090,24260,38838,19488,27663,38823,19174,24894,31006,36104,24844,38173,22669,18865
8726,24172,163,1029,2239,46922,25743,18263,38282,24259,18821,18076,32769,38770,27648,24275,19193,31006,35262,24299,38451,36104,18593,27945,38800
2239,2787,10464,2842,3131,46162,30994,31098,19713,38780,19398,24826,38838,24320,18911,38723,24275,19460,38823,32950,27649,38195,19222,27383,38801
2538,1955,13281,1027,3732,46161,31551,20013,24825,32496,18840,38772,24273,24611,38838,19688,18603,38719,18911,27663,35002,18007,38823,38468,38802
2538,766,1044,1313,11162,50902,19427,38293,14221,30816,38551,21694,18870,18535,38772,24824,27663,35554,19786,24272,38802,24895,38718,17196,24574
2538,1352,2461,1028,49547,50627,19706,19976,38565,31659,24825,24275,18579,38771,17375,35550,24610,31006,38822,27663,18623,34984,19219,38173,19748
2538,25336,12921,1014,3144,49968,19130,38838,19686,32774,24541,38772,18311,24559,27662,38823,19201,38721,24891,18284,36104,31006,17098,38741,32793
46932,1956,34242,1028,7320,2538,25106,19737,24926,38838,18842,38768,19111,24839,31106,38823,18325,38173,27663,30449,36104,24605,38736,18932,36088
