2538,766,1329,1614,37268,46683,31273,16799,38838,18026,18554,19975,32765,24272,38780,26239,18291,38823,38718,25181
11700,50627,1343,1015,2538,50207,18846,19461,38838,19686,24275,33044,24824,38823,18933,27649,36104,25177,38779,17099
2238,209,32487,3132,14384,49936,13931,38838,17377,19201,30729,18842,38780,24273,24585,20261,38823,25466,27664,38451
2538,11125,755,1013,50629,46932,18252,31101,24259,20856,38772,25458,17991,38838,27368,24274,17787,38823,31006,19485
3424,459,50629,1312,2538,46933,18578,24842,33045,19398,18554,38566,24541,24937,38769,24611,18596,38823,30735,19200
2538,1058,5151,1029,37540,46931,12749,17976,19686,32494,38838,24261,25459,19209,38771,31285,38822,27383,19193,17784
6560,50628,2841,1328,2538,46928,23708,19488,19686,18553,38838,16800,25108,24327,38781,30818,38823,28210,18601,38718
2538,3143,35388,1913,11160,49968,19398,32773,38783,18840,19198,24612,38838,24544,31006,38223,28210,24845,18868,38823
1653,31272,2239,1029,5400,50189,38009,19992,18077,19974,18004,32765,38769,24272,24824,18885,36104,17089,27663,38718
2538,461,13925,50553,1028,49838,17113,38838,19688,24260,25468,19158,35825,16799,19751,38779,31381,31284,18365,38823
2538,4555,1058,1028,50627,47393,18504,18266,19973,38293,24258,31662,18040,38770,24275,17090,38823,18868,19748,30449
14285,23888,4639,1314,2239,46162,18842,18007,25108,38835,30817,19113,38771,24558,25460,31009,24376,38721,24300,38820
18327,2238,3141,1314,46425,50629,15084,18840,19687,32489,18883,38836,24824,24274,25460,38771,24300,38718,36104,18572
6599,196,24455,1314,2538,46162,18552,18623,32763,24822,20263,38838,24272,38718,19789,38771,17378,17989,38822,24290
2538,1054,13059,1028,50550,46928,33044,18846,39316,19110,25108,24921,38838,24273,19173,18908,38823,27662,38446,18000
2538,747,18597,1313,50631,46929,13929,18553,17667,32768,18860,24275,38838,24542,19770,38770,21691,24658,38719,25175
2212,32583,3141,1914,2239,47845,17975,38840,17089,20547,38824,33046,24261,18616,38778,27663,25460,18291,36104,38718
2538,3142,18549,1028,1330,49694,18242,31095,38839,24274,25107,25434,38779,31007,24607,38824,18291,19225,27944,38718
50550,4044,6597,1012,2538,46929,19684,18360,31375,38823,18841,24543,38771,28209,18569,38838,24896,24842,38447,25209
2538,14099,2241,733,2829,46923,19785,31377,17688,38004,24273,24542,18324,38769,19398,38838,27662,19459,31564,18570
3597,50554,3741,1028,2239,46928,14221,19688,30819,20019,38782,18911,18840,24827,38838,27928,38823,18593,17788,38451
2239,12825,210,730,12630,46684,19397,23981,31008,32765,18554,38770,19199,38837,18007,38718,25459,27929,27383,37732
2239,3142,2769,1314,50553,47845,19708,19400,14221,38566,31377,24824,24300,38780,25742,24918,24560,38822,27662,19493
2238,164,11440,1028,50551,46930,30966,24544,19399,38839,18842,19199,38781,30818,31006,38823,24275,18313,25182,27662
147,5535,2538,1613,1031,46161,17955,30814,17399,38835,23976,38780,20552,20006,31006,24610,38820,24281,27647,36104
2538,11901,1058,1027,50628,46929,19203,19992,19685,24273,38838,16798,24574,24826,38823,30817,31007,27662,38770,17728
2538,765,38633,1014,1329,46932,25953,18555,19686,38838,32765,31006,24275,19494,38771,24574,38823,24894,20014,38718
2239,759,35654,1028,11455,46932,23697,19110,19413,38837,20023,38772,24584,38277,27365,25470,27383,18564,38718,18327
2538,759,50629,1613,2517,46932,13988,18584,18842,19396,38838,31095,23697,38508,17750,31006,34725,25742,38823,27368
2538,4639,5186,129,50550,46682,19685,18265,18912,26804,38838,23976,25182,38780,32484,17094,19461,38823,18936,38722
1202,759,50627,1031,2538,25016,14221,17091,38567,20833,18844,31378,24322,38552,24542,30450,38771,19231,18312,24275
2538,12816,24,1613,12923,46162,24822,19488,31005,38838,18266,24554,19686,38770,31655,24593,38718,24610,38823,18309
2538,1652,36998,1312,1326,50204,21978,19110,18840,38838,33046,38780,25392,18869,27663,38446,24607,35827,30449,19786
2239,162,6356,1028,50550,24733,15944,38566,19687,18841,17497,38823,23974,32486,24557,38770,24326,30171,35829,18868
2538,766,7322,1313,2511,49694,18615,31551,18841,38832,33038,19686,18020,38770,24260,17422,27662,30825,38814,23998
2239,1625,460,1313,29240,46683,11691,21407,32773,38780,17976,18280,19174,38838,17382,24260,25178,38823,34725,30727
2538,5452,984,1614,3142,49972,19400,18554,25743,38004,23975,18918,38718,31099,27663,38838,19158,30728,38770,24274
2538,15082,4041,1014,50629,46929,15396,19400,18555,38838,18040,24378,25107,38771,31656,24272,38823,18293,38718,27662
13083,50554,3141,1028,2239,46928,24671,18840,19686,38836,19500,19174,24259,38779,24608,18866,38820,19193,27662,30727
18289,1058,50628,1031,2538,50206,23699,17785,19684,18841,38838,19500,18309,38823,24898,38769,16800,30727,35826,24595
9321,1058,4041,436,2538,46933,32497,25107,17979,30727,38780,27929,24619,38566,24272,17669,38718,18285,38823,20268
2538,468,13081,1031,50627,46162,14221,19686,32496,24842,38837,18270,24259,38781,19208,38821,25176,32399,17719,27662
2538,1057,31774,3132,2497,46928,24615,38768,18842,19687,38838,25405,33050,31573,38783,24823,18007,38823,38718,17749
31485,2538,3141,1014,17864,50869,20269,32763,24822,38838,19437,17976,17666,18313,38277,19481,38771,27662,25174,35001
3361,50627,1357,1028,2538,46928,17747,18841,19398,38838,32763,23976,19174,38823,27651,19494,38772,24275,24876,19151
2538,759,13994,1015,50627,46932,30148,33047,18842,19686,19483,38780,24273,38838,19449,24825,24941,31006,38823,25176
