49133,15231,7916,18127,38580,3555,33578,21993,29694,35880,8025,4073,9744,27540,13227,19748,45473,48132,4832,40395,10461,37167,25111,34135,45061,16200,1784,20033,36896,12462
2365,4564,44990,39651,40186,2641,18525,8586,20796,4437,32061,37768,7223,3635,19530,32417,24449,8863,1879,46195,33607,39517,37750,33570,4282,32394,26543,40656,45545,41041
24411,30172,28757,23661,5807,40436,46159,27026,43130,664,12185,36421,22140,23811,6223,36882,5054,38157,43442,40744,9489,50526,21126,22422,48833,24587,33168,5852,20054,44259
13276,17009,24047,14990,45371,21298,4633,16095,35034,28625,20498,41555,48391,46671,45983,42535,12840,32570,30156,11985,33309,45920,2666,21461,47445,29874,34519,1029,49250,32653
4633,34227,3642,23693,7289,4523,35472,11236,15949,13537,36634,2116,9394,40416,41195,1962,4445,46851,30265,10506,32954,38782,32719,3214,22989,32616,14522,2009,9623,10298
20441,7510,38074,12721,48128,44597,34359,835,31603,15985,2770,38780,41217,21759,12584,33373,19126,12950,38124,47078,4765,39167,3305,26297,3673,25426,36934,24812,37936,10106
24877,43921,26583,50264,33375,33226,28999,42528,4719,49460,28200,16043,44489,29033,17008,34396,26175,21392,17447,31469,8102,17591,37809,893,21149,21973,44352,20150,49352,34563
42186,46033,15418,45475,20982,4852,43951,30292,47370,5508,28663,12303,20955,533,8460,25838,32083,34453,8069,12560,32687,11280,12921,14905,43254,24422,9061,17679,50599,31918
3075,37554,45347,7517,35865,1943,9224,47269,45044,17320,45037,35584,6368,26932,4117,37207,30217,45535,15446,17142,47164,22893,42014,44771,48881,48669,37798,17977,18848,23034
26647,14696,20120,3267,46525,43132,26964,28089,2013,46075,42567,906,25978,13331,22832,19286,44331,5559,2377,33555,39098,1508,21579,42402,29543,44652,5883,35913,42067,34570
7198,42353,10209,35211,48480,18960,24674,7637,38801,6226,28172,48646,29745,18271,48423,19988,3768,50613,14031,25360,21924,45100,11928,40577,25152,33482,48439,34029,24078,26313
15132,31716,35916,7831,19148,10170,30372,32148,16831,20779,50289,43253,13647,18810,40857,30319,21584,31396,43193,37840,33888,29895,36220,15875,28568,35592,19472,35186,47304,23056
36179,2585,337,21738,42596,27966,28276,32384,1403,20752,7848,28733,33966,5001,26576,33367,50631,28976,22839,50461,42374,6581,7468,41123,46875,34559,15301,40755,23361,16712
10006,1371,22696,1560,24690,11452,34243,50499,30803,49212,1294,6788,18751,48026,21107,29012,36154,28499,27342,22111,23220,7367,47588,5238,16142,25212,32295,19684,50830,35387
14322,33128,33175,26432,26322,14378,19162,4375,8880,15080,40535,7401,10872,23851,23922,8643,4978,5643,12029,4010,33489,36099,25378,44715,9120,41563,25278,41718,38120,4274
35366,1724,5507,39024,32363,14055,13107,26583,41324,27656,18782,37845,44109,3522,19938,16389,43831,19026,41898,42542,42586,17863,971,20744,24715,4350,36984,3445,34790,24693
40517,45337,42141,45240,12086,1195,29983,44508,32624,3437,1544,9947,24421,46865,34593,39278,43626,11973,43405,24596,43870,38818,21223,17099,30762,27038,37481,4783,35111,44506
6632,7958,46179,46213,21919,15459,22164,23553,10640,18091,655,20929,22104,21203,40012,36500,1160,28325,26350,24877,24482,29656,15513,13099,30031,11476,24478,22059,46163,5750
32378,41963,38976,3478,18995,29257,41416,11674,33227,1607,46600,22607,8969,50896,6896,12791,48268,18229,45278,33551,25577,42677,3974,50111,46744,38215,47690,19109,11903,6472
25473,45589,46509,25958,29876,37489,50587,30147,3966,17646,8434,1667,26140,7495,40449,6786,49003,38918,28808,7394,26022,30810,30988,28947,25488,43140,14738,18459,12144,13209
41125,41617,30960,41364,44683,36668,1309,26385,5318,26845,34470,50355,43544,9609,30421,44645,21246,46694,11928,33338,6306,1192,48258,7860,6199,33985,11542,32953,46921,39700
3964,33215,46847,9197,46153,26759,25652,12905,30611,46963,16858,6384,31223,45464,18890,29360,16745,9653,39703,47629,39515,6759,15660,29391,35545,19413,36862,9504,28664,5786
