15903,12478,44268,43713,47066,2838,571,21645,7935,34774,30451,27188,44659,25774,36075,6551,16987,9637,32261,44092,37814,13127,6009,26553,44276
9201,23360,18123,10725,23484,34200,34143,46495,35944,19382,25197,26766,20793,42106,42440,34440,49190,8852,1488,7835,6971,19080,32854,21233,25315
28822,1930,26285,34373,13664,13600,49431,26092,3842,15829,44921,18171,7694,18076,25957,31676,48160,13898,37570,40931,48290,1322,12919,28753,16897
42602,38924,515,27450,49116,5194,47383,48866,31781,47551,32808,35533,17261,29447,8324,49178,26049,1216,22597,40968,23584,49029,21220,11477,20126
49568,34960,8249,40737,36336,42537,19363,15281,16558,5928,42661,29859,30293,19613,25770,42468,21161,48024,12071,6183,30105,39460,15979,36612,8383
43429,49630,13377,32911,17853,45186,42209,16422,49763,26887,20676,18923,3937,21289,32315,16273,27011,12337,23628,9756,2760,2571,27167,12660,34822
10696,47731,5546,28365,49143,9521,19764,44102,37187,43142,9029,5865,20398,16997,10294,30428,49254,6692,43267,2191,24467,33174,16938,36161,31623
40721,47875,39249,33479,46755,17716,17411,43367,14712,23030,3145,7488,41923,41374,15528,39752,31614,5336,16583,20747,48071,28962,14053,47908,45159
4257,22141,40961,4297,39383,28901,12344,20736,40800,16603,38855,11228,338,44176,39794,15773,6677,4034,21389,27200,8649,7100,16482,31846,28827
23268,25684,39464,43689,10870,25611,6492,20750,28028,27898,44402,26658,21512,351,8448,18186,46751,40906,28547,34244,35575,37575,27303,15139,44141
29485,36877,34587,9312,44667,24542,9196,18130,47352,46635,42822,14794,8797,10631,42724,9835,22627,40078,19335,46688,50190,50686,558,49770,37057
7573,37659,47526,38215,9564,35908,28749,20082,15421,46025,44567,440,19663,24684,781,22790,42317,13418,2600,38425,10015,1698,47666,45320,11263
37907,11570,47927,49084,12701,45895,22056,46725,27224,45244,19376,38561,8700,10756,13649,30146,46351,48024,31421,37591,28548,14068,4660,29178,17365
17558,23359,34454,15297,18589,42896,188,44072,23580,28650,36404,50614,16434,25834,46847,48806,36500,39032,29087,22599,24253,10650,14107,44028,37541
33520,29302,8144,8995,41585,1351,34063,38263,32652,43249,21896,20239,13232,39979,25859,25539,47313,2627,10238,834,24104,19870,24578,14950,6080
49398,3658,50711,41078,6394,40551,15328,45135,11530,8554,18843,46650,34299,22024,4609,32925,49083,36975,8005,24455,15502,9037,8241,3824,26685
3459,9831,45814,41654,3354,12096,44840,47884,8259,43228,36151,42522,33462,6966,45924,8096,2421,38808,48304,9640,17966,8587,10164,13858,13899
33903,12989,27664,32441,40766,39869,31888,45263,26368,34211,36843,26988,13044,8437,15723,39252,49658,35289,35849,46459,8115,3454,48125,20378,47714
14812,18051,38310,27481,50202,28797,34232,33185,44682,40679,24238,7214,34017,10813,15063,13808,42483,7408,44061,3399,45099,9964,29511,50192,40035
14140,39155,16870,3333,9568,18502,12454,14534,34833,11314,47118,5897,17947,28440,43025,27937,26386,15423,20090,15289,29113,34031,7457,47959,43309
16174,13235,6925,47509,17597,39255,44307,47815,2531,47339,3856,50796,11621,17995,28175,38121,3478,18986,26611,30238,46110,8015,4179,50104,9207
20973,27562,5460,49382,15865,29164,21811,12298,27922,11460,35846,37560,976,11347,17441,20847,49082,17613,27403,16157,31666,8349,36559,14153,34509
8198,1787,26372,9189,30836,11651,36203,5120,11739,1651,35032,12021,33133,32524,24601,10040,37885,37884,50816,2417,49559,14349,8790,48172,24879
8911,26633,39828,2666,34967,14200,44233,31620,34109,11218,20340,27943,36559,46809,37673,44950,1809,16303,42142,43783,14181,41564,12374,22520,3184
