17965,25189,46715,10700,9515,40595,20008,17933,28108,1324,16108,32197,23839,50059,20044,46815,17465,29543,22588,13826,40911,23456,5184,32541,38816,18587,45618,19519,9726,36051
34306,24401,12222,38024,25360,32938,40545,19142,11275,37356,42236,27651,27192,27730,43669,6349,10172,44807,3594,40631,13845,35679,13883,8312,2027,46283,11410,22599,24751,24593
46042,23311,13827,5861,21202,48568,19158,17643,9693,45006,29400,4443,2493,43970,45122,1491,24613,39100,26530,2007,4701,34390,41184,24506,20725,23058,36048,39378,15888,25153
44524,3847,44604,8435,44160,20000,23747,50280,11453,40368,48443,10935,2083,13831,23849,23964,19059,49616,27279,21491,42263,37658,13049,17570,40981,16835,38955,38661,34642,43071
44641,7923,91,17811,20828,39673,27032,32047,16000,29128,31238,35454,40524,11024,24319,26295,8600,45397,23259,43224,40626,23613,33395,29663,9195,11563,14881,4131,21733,25647
36652,17948,946,30943,6840,6990,25815,37364,14508,10021,43791,50042,6568,30467,49128,6773,39922,30534,24496,25744,26381,14381,1741,43942,42612,44138,15294,2690,21611,40873
4574,23150,29117,40773,25651,29519,25560,36278,6709,45535,11101,21667,39111,12893,44158,18239,31161,11729,31099,24211,50473,21108,14766,26914,37566,2650,7090,25269,44887,17187
24468,35855,7204,3309,8066,34358,12816,18209,42286,34628,32451,3693,45308,4928,3321,20081,31426,42883,41719,1777,49894,44267,29172,6979,37738,10903,41038,38557,43260,31476
34700,28818,20497,31349,20597,49620,49220,8394,36766,23046,6992,37990,27012,3057,30274,42466,29717,10557,20771,16504,19793,2622,18447,45140,25563,22007,9575,5383,15676,29552
47995,766,20567,6256,23134,47143,16121,7011,38972,1285,2908,45334,4162,45362,20369,50751,36588,23646,14962,8927,41106,10270,25331,34926,11487,40473,47409,37055,32112,13253
19498,18484,28514,16276,26547,44228,22176,46109,27830,36309,6462,34142,6066,13022,42035,3314,16439,45259,1155,39648,7430,762,14421,48293,30523,30403,17,18091,41573,12702
9601,15577,12244,36001,35626,14371,26813,36164,17218,27010,31763,21497,12739,18275,10265,15858,49022,25612,30277,26657,43546,39221,42701,47691,383,46131,5871,46780,41961,41643
34805,26319,13566,44192,3792,48172,29781,33110,40057,21410,35181,40765,23522,4952,25019,44450,21079,7971,9258,18373,33295,17227,27002,14327,650,2303,1851,44247,9653,37497
39965,10568,11751,28584,32465,24104,50513,7439,46050,5321,30710,38223,6996,19577,40131,19039,46650,41838,12546,22190,14767,20211,3208,25455,24399,12503,41892,37860,15255,41007
11992,5997,23225,33598,13355,612,9059,45054,44270,20591,42811,21606,15096,3589,36128,26189,7371,35045,37332,38566,46671,40929,5129,18604,12452,2907,31431,7818,23896,13288
13996,7470,48236,37610,4578,16738,38527,10470,16673,45480,16977,27986,47178,29904,41130,17555,38222,30361,44940,28620,13790,14183,24309,49817,41590,25567,40786,32355,41965,26949
38816,20775,50454,29369,33617,47689,35261,24758,30405,16226,32512,25027,655,88,17157,41385,21203,36516,13293,9640,36229,45386,11874,27396,43397,3786,6232,34466,22097,6350
42881,9525,1181,1603,35553,27378,15308,5866,1755,22894,18620,34609,28820,19348,34916,30622,18496,1509,25673,22654,32800,43318,1957,10015,5620,10460,13291,14388,4994,17489
2762,40931,14778,10934,47863,48793,50420,20912,30425,44364,32441,43790,46374,5745,28832,17732,41625,37485,20160,3066,32338,17514,10701,222,7079,32986,1950,37764,8738,26587
3331,12458,43711,27878,42512,10866,39271,18699,758,3174,34705,11266,46460,46883,21836,17630,46050,22751,47194,7074,38130,18566,49361,43870,47538,46439,28394,32320,48558,18985
8644,38377,32873,8461,36774,32554,43981,11597,19500,29399,17987,17656,33625,26072,38822,29230,11165,26177,49290,6971,8222,2165,21799,46644,38677,41545,28673,42514,27340,13987
5114,21697,19103,50271,48197,7727,29366,1299,1929,26521,43816,25306,13296,40388,46693,6539,7376,16099,3994,12742,35486,468,15128,34388,41998,11819,15106,8609,12567,14825
9560,50849,48461,22220,10930,17054,27885,47835,40857,28775,14302,31433,16456,43560,21930,17650,25820,21914,48941,39855,25855,2936,5137,4865,28393,45216,23835,40566,16207,35498
31420,4598,32183,25547,15134,6476,47077,3266,18390,5831,21148,14036,43459,5180,48228,4498,26638,26685,41705,7973,26828,50706,8732,14828,18918,39635,42834,27821,12560,22231
28312,48312,37721,44206,39685,541,21951,45605,46083,20918,10999,18154,30238,8330,8298,39957,9013,27829,12647,18819,24950,5370,13173,10754,36205,4359,47051,25000,42542,2864
34764,45482,18126,36428,41258,19108,15240,8640,49554,18843,2883,18309,1922,6687,19567,39711,30895,5290,33457,32226,33212,35411,6845,49274,12149,26091,13150,45677,23154,29886
6232,8982,15926,45038,20794,28083,8126,39467,45548,27868,46179,47505,39445,19350,20595,8151,28912,9148,18740,30421,48282,25783,2534,50146,41676,22109,29664,8433,34330,32117
16750,1759,19726,4273,30221,30509,5759,33527,23802,8977,20780,25334,24089,16474,30181,30940,37425,7960,28139,49483,6658,6990,24521,34997,30487,44400,2465,32178,47270,50811
21409,1334,14860,37992,35746,48063,11644,25163,16750,17045,15414,42420,30082,46552,35731,50640,50441,36335,47946,36223,29147,42423,49265,41780,44784,47086,7767,9535,8602,18260
25101,31981,46768,36076,31599,48958,39106,9725,29875,47903,34782,814,47665,15489,25141,14757,28308,34264,48617,38625,33996,3604,4220,1684,27089,47174,14457,11269,20231,46380
27308,10527,28984,25933,26345,18245,46108,5776,50313,26354,11671,6295,20056,25394,10692,48761,13105,27433,13390,11058,8995,17398,13959,23840,26135,30547,20842,8800,40257,43358
35699,14566,5789,45826,31937,24409,3221,34979,2735,28828,30359,42562,23012,4378,46613,1573,11142,1590,48861,9155,34288,21858,17003,6616,28109,47512,36793,4301,46976,18167
27710,5946,47254,34247,21674,30366,40691,10779,3412,41855,28782,47606,48132,47252,49499,2503,45408,39044,38636,26832,17104,24360,13370,44592,24427,14707,44914,24246,32656,10910
26853,11354,26656,23728,4491,27783,3386,49063,20295,23023,50416,10057,1197,25559,24253,29985,50742,29464,23449,30250,36815,48878,48458,14307,39854,8300,37559,19267,32250,12945
9877,22955,36889,8260,16019,763,9165,25779,10030,20802,17719,43733,29233,1301,31281,21988,36866,5894,1955,16515,22625,16238,43371,44399,39891,26821,18976,28351,28788,31319
24150,19928,34866,41343,3842,2092,19852,21027,5625,15086,20585,27459,5781,22642,1290,17953,44684,2776,26669,22828,48023,30645,40673,17209,23904,7589,36914,36213,32044,43777
47968,15070,30266,23714,11031,27801,39572,14261,2511,10543,13018,47469,12144,42498,13650,16547,10366,13114,12813,48441,30369,31072,47054,13762,47824,48357,43564,19045,17832,26144
19317,41515,36794,36249,3290,17676,15478,26607,46541,20697,3104,19606,2175,47150,38029,38377,28572,30980,34082,15007,49370,46832,50678,12227,34925,19934,23758,35411,7601,45069
35724,41606,23283,41165,33610,9105,34699,672,40464,46186,21838,10889,48125,17460,3670,24654,28756,25481,24693,36388,3418,27271,24533,40421,32413,4585,2600,42952,3417,49195
544,37877,48051,16864,38025,4617,26241,6080,30929,34895,48411,26153,8991,22369,49348,1142,25265,41277,36880,2764,15819,25998,17127,42537,9215,11922,3654,5630,42302,34217
41442,31170,28915,9424,20319,16047,19154,37593,534,42313,32957,18404,7840,22763,40723,36130,46593,17593,36055,32986,14944,41658,32491,29096,17383,13798,30174,40374,44941,8064
40320,11844,48564,20686,39039,33732,39102,20628,41064,2062,19019,47982,6959,44099,31866,16824,29795,10751,4845,8541,11090,11701,40729,10127,41237,31606,11967,5264,16951,50461
12914,1096,38874,39070,50175,26200,18012,8599,14701,43457,21545,5401,10224,12885,11109,50781,27273,6473,31626,13014,29396,6967,15382,25571,28542,12256,31828,33144,5755,44469
16082,41466,24674,26193,18060,41831,22865,12827,18588,41946,39703,12376,17594,22855,36238,21459,33423,26417,41360,37138,46205,35180,45733,14517,8530,36982,17053,8002,16029,12177
