11456,2538,1956,24834,1912,50699,46681,33045,18841,19398,19751,38779,18280,38837,24612,27664,38446,17718,19483,38550,18075,30739,38735,36104,35729,28211,38804,35814,21701,33066
9984,2239,1058,11315,1913,50699,48279,18844,19683,24575,38833,32772,24274,23975,38780,19201,18291,38195,24042,38816,27383,17092,38718,19747,36104,24655,30728,38801,27648,37402
6428,2538,760,35069,1328,2230,50201,16534,31375,38834,24273,19687,27662,38772,24825,18336,36100,19418,38718,30729,19150,38818,24894,18883,35730,34986,24585,38803,17098,38740
12922,2538,3444,14289,1612,50550,48279,15079,19685,18842,38834,19449,32767,24543,38771,27930,23991,18903,38818,25178,38446,18888,17096,36100,27383,38737,31844,33068,18366,35179
16998,2239,758,18248,1609,50699,50202,17687,32765,39313,20014,24258,38838,24378,27929,24274,18036,38823,25462,30727,38718,19170,27383,36099,18642,38740,24291,17126,34904,33069
11750,2538,761,15944,1029,50550,50071,38556,27080,24274,19686,38780,19492,18840,17785,24543,35814,37128,32485,24890,19154,31007,36378,38465,27383,18885,25475,38812,35179,38721
11456,2538,1357,22265,1913,50550,46681,24613,24275,19397,19459,38781,18555,25110,38833,33045,18074,38173,27664,18000,38816,30461,35829,38740,19481,28490,19496,35454,38800,17097
11456,2538,1054,5416,1029,50550,46681,27362,18555,18622,19399,38566,24542,24617,38771,32767,24845,35454,19733,27663,38823,31006,35826,38175,19752,33070,17496,38195,25492,19503
159,2538,1357,31835,1612,1328,46681,23672,25392,18547,37469,17752,27663,17089,38497,19973,32773,24272,24609,38542,19208,38718,31298,18852,34726,24574,35729,17788,38784,18885
11750,2538,5369,50203,1613,50699,1058,31095,25107,18554,39042,27664,18038,38832,19686,19496,24275,38544,31284,25179,24006,38468,17718,36378,19147,38174,34707,17497,35729,38800
17865,2538,1351,6945,1328,50627,50198,15387,34705,18555,19689,38509,23414,31381,38824,25389,18904,18006,37747,27662,37900,28209,18933,38736,24326,38801,16800,34905,35002,31284
